name,variable_description,data_collection_period,educational_category,high_school_diploma,college_degree,graduate_degree,population_estimate
"Emmet County, Iowa",7th grade,2015-2019,Less than High School,No,No,No,6
"Jackson County, Iowa",1st grade,2009-2013,Less than High School,No,No,No,0
"Kossuth County, Iowa",Doctorate degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,Yes,7
"Sioux County, Iowa",Nursery school,2011-2015,Less than High School,No,No,No,0
"Winneshiek County, Iowa",8th grade,2013-2017,Less than High School,No,No,No,285
"Shelby County, Iowa",1st grade,2015-2019,Less than High School,No,No,No,0
"Clarke County, Iowa",Total,2012-2016,NA,NA,NA,NA,6210
"Clarke County, Iowa",1st grade,2011-2015,Less than High School,No,No,No,0
"Monroe County, Iowa",5th grade,2011-2015,Less than High School,No,No,No,0
"Jefferson County, Iowa",Associate's degree,2011-2015,Some College or Associates Degree,Yes,Yes,No,1275
"Buena Vista County, Iowa",Professional school degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,174
"Mitchell County, Iowa",Bachelor's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,851
"Franklin County, Iowa",9th grade,2011-2015,Less than High School,No,No,No,176
"Wayne County, Iowa",No schooling completed,2009-2013,Less than High School,No,No,No,32
"Greene County, Iowa","Some college, less than 1 year",2013-2017,Some College or Associates Degree,Yes,No,No,531
"Hamilton County, Iowa",6th grade,2008-2012,Less than High School,No,No,No,41
"Cherokee County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,333
"Madison County, Iowa",Doctorate degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,35
"Warren County, Iowa",Kindergarten,2014-2018,Less than High School,No,No,No,0
"Dickinson County, Iowa",2nd grade,2008-2012,Less than High School,No,No,No,0
"Guthrie County, Iowa",7th grade,2012-2016,Less than High School,No,No,No,5
"Palo Alto County, Iowa","Some college, 1 or more years, no degree",2012-2016,Some College or Associates Degree,Yes,No,No,1073
"Harrison County, Iowa",Associate's degree,2015-2019,Some College or Associates Degree,Yes,Yes,No,1055
"Wright County, Iowa",Bachelor's degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,No,1088
"Palo Alto County, Iowa",Associate's degree,2015-2019,Some College or Associates Degree,Yes,Yes,No,899
"Allamakee County, Iowa",Total,2010-2014,NA,NA,NA,NA,9981
"Howard County, Iowa",7th grade,2010-2014,Less than High School,No,No,No,2
"Cerro Gordo County, Iowa",11th grade,2009-2013,Less than High School,No,No,No,754
"Hardin County, Iowa",8th grade,2012-2016,Less than High School,No,No,No,245
"Emmet County, Iowa",3rd grade,2008-2012,Less than High School,No,No,No,25
"Madison County, Iowa",No schooling completed,2009-2013,Less than High School,No,No,No,25
"Warren County, Iowa","Some college, less than 1 year",2011-2015,Some College or Associates Degree,Yes,No,No,2646
"Adair County, Iowa",1st grade,2013-2017,Less than High School,No,No,No,12
"Montgomery County, Iowa",Bachelor's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,923
"Appanoose County, Iowa","12th grade, no diploma",2009-2013,Less than High School,No,No,No,127
"Clayton County, Iowa",3rd grade,2011-2015,Less than High School,No,No,No,5
"Winneshiek County, Iowa",2nd grade,2012-2016,Less than High School,No,No,No,0
"Van Buren County, Iowa",4th grade,2009-2013,Less than High School,No,No,No,17
"Cerro Gordo County, Iowa",1st grade,2014-2018,Less than High School,No,No,No,0
"Louisa County, Iowa",5th grade,2015-2019,Less than High School,No,No,No,41
"Iowa County, Iowa",6th grade,2009-2013,Less than High School,No,No,No,5
"Webster County, Iowa",10th grade,2014-2018,Less than High School,No,No,No,409
"Tama County, Iowa",Associate's degree,2015-2019,Some College or Associates Degree,Yes,Yes,No,1511
"Winnebago County, Iowa","12th grade, no diploma",2013-2017,Less than High School,No,No,No,111
"Mitchell County, Iowa",Total,2008-2012,NA,NA,NA,NA,7435
"Grundy County, Iowa",Kindergarten,2008-2012,Less than High School,No,No,No,0
"Johnson County, Iowa",9th grade,2009-2013,Less than High School,No,No,No,334
"Clinton County, Iowa",4th grade,2008-2012,Less than High School,No,No,No,7
"O'Brien County, Iowa",6th grade,2012-2016,Less than High School,No,No,No,16
"Page County, Iowa",Doctorate degree,2010-2014,Bachelors Degree or Higher,Yes,Yes,Yes,38
"Davis County, Iowa",Kindergarten,2015-2019,Less than High School,No,No,No,0
"Decatur County, Iowa","Some college, less than 1 year",2010-2014,Some College or Associates Degree,Yes,No,No,385
"Marion County, Iowa",GED or alternative credential,2014-2018,High School Graduate,Yes,No,No,961
"Humboldt County, Iowa",Master's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,266
"Boone County, Iowa",No schooling completed,2010-2014,Less than High School,No,No,No,99
"Guthrie County, Iowa",7th grade,2010-2014,Less than High School,No,No,No,14
"Warren County, Iowa",Kindergarten,2012-2016,Less than High School,No,No,No,0
"Franklin County, Iowa",2nd grade,2011-2015,Less than High School,No,No,No,0
"Davis County, Iowa",Master's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,140
"Polk County, Iowa",Total,2011-2015,NA,NA,NA,NA,297135
"Palo Alto County, Iowa",3rd grade,2009-2013,Less than High School,No,No,No,0
"Ringgold County, Iowa",5th grade,2011-2015,Less than High School,No,No,No,1
"Harrison County, Iowa",Doctorate degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,40
"Dallas County, Iowa",1st grade,2015-2019,Less than High School,No,No,No,8
"Monroe County, Iowa",11th grade,2013-2017,Less than High School,No,No,No,132
"Hamilton County, Iowa",No schooling completed,2013-2017,Less than High School,No,No,No,58
"Jones County, Iowa",8th grade,2015-2019,Less than High School,No,No,No,199
"Bremer County, Iowa",10th grade,2015-2019,Less than High School,No,No,No,47
"Black Hawk County, Iowa",No schooling completed,2014-2018,Less than High School,No,No,No,757
"Emmet County, Iowa",Regular high school diploma,2008-2012,High School Graduate,Yes,No,No,2122
"Fayette County, Iowa",Professional school degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,115
"Hancock County, Iowa",10th grade,2014-2018,Less than High School,No,No,No,107
"Hancock County, Iowa",Associate's degree,2011-2015,Some College or Associates Degree,Yes,Yes,No,1321
"Palo Alto County, Iowa",3rd grade,2008-2012,Less than High School,No,No,No,2
"Story County, Iowa",1st grade,2014-2018,Less than High School,No,No,No,0
"Cedar County, Iowa","12th grade, no diploma",2008-2012,Less than High School,No,No,No,70
"Cherokee County, Iowa","Some college, less than 1 year",2014-2018,Some College or Associates Degree,Yes,No,No,603
"Hamilton County, Iowa",9th grade,2014-2018,Less than High School,No,No,No,54
"Clayton County, Iowa",6th grade,2014-2018,Less than High School,No,No,No,9
"Woodbury County, Iowa",11th grade,2012-2016,Less than High School,No,No,No,1423
"Davis County, Iowa",5th grade,2009-2013,Less than High School,No,No,No,0
"Carroll County, Iowa",Regular high school diploma,2010-2014,High School Graduate,Yes,No,No,5354
"Mahaska County, Iowa","12th grade, no diploma",2013-2017,Less than High School,No,No,No,139
"Guthrie County, Iowa","Some college, 1 or more years, no degree",2013-2017,Some College or Associates Degree,Yes,No,No,965
"Linn County, Iowa",9th grade,2013-2017,Less than High School,No,No,No,670
"Warren County, Iowa",Bachelor's degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,No,5895
"Audubon County, Iowa","Some college, 1 or more years, no degree",2010-2014,Some College or Associates Degree,Yes,No,No,544
"Clinton County, Iowa",3rd grade,2015-2019,Less than High School,No,No,No,59
"Clay County, Iowa",Master's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,474
"Plymouth County, Iowa",8th grade,2009-2013,Less than High School,No,No,No,366
"Shelby County, Iowa",11th grade,2014-2018,Less than High School,No,No,No,91
"Cherokee County, Iowa",7th grade,2011-2015,Less than High School,No,No,No,52
"Clay County, Iowa",Associate's degree,2011-2015,Some College or Associates Degree,Yes,Yes,No,1544
"Wapello County, Iowa",3rd grade,2012-2016,Less than High School,No,No,No,60
"Palo Alto County, Iowa",Doctorate degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,Yes,40
"Marion County, Iowa",2nd grade,2012-2016,Less than High School,No,No,No,0
"Mitchell County, Iowa",Master's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,260
"Kossuth County, Iowa",4th grade,2013-2017,Less than High School,No,No,No,0
"Mitchell County, Iowa",Total,2013-2017,NA,NA,NA,NA,7264
"Mahaska County, Iowa",7th grade,2009-2013,Less than High School,No,No,No,15
"Muscatine County, Iowa",9th grade,2010-2014,Less than High School,No,No,No,422
"Clay County, Iowa",1st grade,2014-2018,Less than High School,No,No,No,0
"Audubon County, Iowa",Total,2009-2013,NA,NA,NA,NA,4356
"Clinton County, Iowa","12th grade, no diploma",2012-2016,Less than High School,No,No,No,401
"Taylor County, Iowa",1st grade,2010-2014,Less than High School,No,No,No,0
"Appanoose County, Iowa",1st grade,2010-2014,Less than High School,No,No,No,0
"Madison County, Iowa",Professional school degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,152
"Worth County, Iowa",8th grade,2010-2014,Less than High School,No,No,No,76
"Osceola County, Iowa",Regular high school diploma,2013-2017,High School Graduate,Yes,No,No,1474
"Wright County, Iowa",Nursery school,2008-2012,Less than High School,No,No,No,0
"Humboldt County, Iowa",Nursery school,2011-2015,Less than High School,No,No,No,0
"Woodbury County, Iowa","12th grade, no diploma",2008-2012,Less than High School,No,No,No,1110
"Cass County, Iowa",Master's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,347
"Butler County, Iowa",10th grade,2010-2014,Less than High School,No,No,No,104
"Worth County, Iowa",Bachelor's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,657
"Henry County, Iowa",Master's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,441
"Cerro Gordo County, Iowa",Doctorate degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,Yes,156
"Fremont County, Iowa",9th grade,2009-2013,Less than High School,No,No,No,72
"Crawford County, Iowa",4th grade,2012-2016,Less than High School,No,No,No,24
"Palo Alto County, Iowa",Kindergarten,2011-2015,Less than High School,No,No,No,0
"Hamilton County, Iowa","12th grade, no diploma",2013-2017,Less than High School,No,No,No,94
"Clinton County, Iowa","Some college, 1 or more years, no degree",2012-2016,Some College or Associates Degree,Yes,No,No,4959
"Tama County, Iowa",Associate's degree,2014-2018,Some College or Associates Degree,Yes,Yes,No,1462
"Cedar County, Iowa",10th grade,2011-2015,Less than High School,No,No,No,146
"Wright County, Iowa",8th grade,2011-2015,Less than High School,No,No,No,154
"Pocahontas County, Iowa",1st grade,2015-2019,Less than High School,No,No,No,0
"Calhoun County, Iowa",5th grade,2008-2012,Less than High School,No,No,No,0
"Harrison County, Iowa",Doctorate degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,Yes,32
"Warren County, Iowa",3rd grade,2008-2012,Less than High School,No,No,No,0
"Palo Alto County, Iowa",GED or alternative credential,2008-2012,High School Graduate,Yes,No,No,240
"Plymouth County, Iowa",No schooling completed,2008-2012,Less than High School,No,No,No,52
"Montgomery County, Iowa",Total,2016-2020,NA,NA,NA,NA,6924
"Mahaska County, Iowa",Bachelor's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,2546
"Buchanan County, Iowa",2nd grade,2011-2015,Less than High School,No,No,No,0
"Adams County, Iowa",Professional school degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,Yes,32
"Mills County, Iowa",Doctorate degree,2009-2013,Bachelors Degree or Higher,Yes,Yes,Yes,34
"Chickasaw County, Iowa",6th grade,2010-2014,Less than High School,No,No,No,22
"Dickinson County, Iowa",4th grade,2009-2013,Less than High School,No,No,No,0
"Plymouth County, Iowa",Nursery school,2013-2017,Less than High School,No,No,No,0
"Henry County, Iowa",6th grade,2010-2014,Less than High School,No,No,No,10
"Fayette County, Iowa",9th grade,2009-2013,Less than High School,No,No,No,119
"Monona County, Iowa","12th grade, no diploma",2015-2019,Less than High School,No,No,No,136
"Mills County, Iowa","Some college, 1 or more years, no degree",2015-2019,Some College or Associates Degree,Yes,No,No,1441
"Clay County, Iowa",Doctorate degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,Yes,24
"Story County, Iowa",2nd grade,2012-2016,Less than High School,No,No,No,7
"Iowa County, Iowa",5th grade,2010-2014,Less than High School,No,No,No,0
"Cedar County, Iowa",Regular high school diploma,2010-2014,High School Graduate,Yes,No,No,4263
"Lyon County, Iowa",5th grade,2014-2018,Less than High School,No,No,No,0
"Webster County, Iowa",GED or alternative credential,2015-2019,High School Graduate,Yes,No,No,1452
"Jackson County, Iowa",Master's degree,2008-2012,Bachelors Degree or Higher,Yes,Yes,No,421
"Marion County, Iowa",3rd grade,2013-2017,Less than High School,No,No,No,0
"Ringgold County, Iowa",9th grade,2010-2014,Less than High School,No,No,No,51
"Osceola County, Iowa",4th grade,2010-2014,Less than High School,No,No,No,0
"Dubuque County, Iowa",Master's degree,2012-2016,Bachelors Degree or Higher,Yes,Yes,No,4624
"Hamilton County, Iowa","12th grade, no diploma",2015-2019,Less than High School,No,No,No,76
"Adair County, Iowa",1st grade,2015-2019,Less than High School,No,No,No,7
"Mills County, Iowa",Bachelor's degree,2014-2018,Bachelors Degree or Higher,Yes,Yes,No,1746
"Johnson County, Iowa","Some college, less than 1 year",2012-2016,Some College or Associates Degree,Yes,No,No,3548
"Union County, Iowa",2nd grade,2015-2019,Less than High School,No,No,No,9
"Clinton County, Iowa",4th grade,2014-2018,Less than High School,No,No,No,0
"Jasper County, Iowa",2nd grade,2010-2014,Less than High School,No,No,No,1
"Union County, Iowa",3rd grade,2008-2012,Less than High School,No,No,No,0
"Wapello County, Iowa",10th grade,2010-2014,Less than High School,No,No,No,480
"Calhoun County, Iowa",No schooling completed,2012-2016,Less than High School,No,No,No,53
"Clarke County, Iowa",7th grade,2015-2019,Less than High School,No,No,No,0
"Des Moines County, Iowa","Some college, 1 or more years, no degree",2011-2015,Some College or Associates Degree,Yes,No,No,4394
"Montgomery County, Iowa",11th grade,2014-2018,Less than High School,No,No,No,127
"Ida County, Iowa",GED or alternative credential,2012-2016,High School Graduate,Yes,No,No,183
"Montgomery County, Iowa",8th grade,2009-2013,Less than High School,No,No,No,217
"Dickinson County, Iowa",Bachelor's degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,No,2405
"Woodbury County, Iowa",Associate's degree,2015-2019,Some College or Associates Degree,Yes,Yes,No,6797
"Plymouth County, Iowa",Bachelor's degree,2015-2019,Bachelors Degree or Higher,Yes,Yes,No,2975
"Adams County, Iowa",Regular high school diploma,2010-2014,High School Graduate,Yes,No,No,1073
"Jones County, Iowa",Associate's degree,2013-2017,Some College or Associates Degree,Yes,Yes,No,1904
"Lucas County, Iowa","Some college, 1 or more years, no degree",2015-2019,Some College or Associates Degree,Yes,No,No,861
"Harrison County, Iowa",GED or alternative credential,2010-2014,High School Graduate,Yes,No,No,431
"Clayton County, Iowa","Some college, less than 1 year",2010-2014,Some College or Associates Degree,Yes,No,No,899
"Cherokee County, Iowa",4th grade,2013-2017,Less than High School,No,No,No,4
"Wayne County, Iowa",Bachelor's degree,2013-2017,Bachelors Degree or Higher,Yes,Yes,No,416
"Cass County, Iowa",6th grade,2011-2015,Less than High School,No,No,No,8
"Union County, Iowa",3rd grade,2015-2019,Less than High School,No,No,No,0
"Sac County, Iowa",No schooling completed,2012-2016,Less than High School,No,No,No,17
"Monroe County, Iowa",6th grade,2008-2012,Less than High School,No,No,No,53
"Hardin County, Iowa",Master's degree,2011-2015,Bachelors Degree or Higher,Yes,Yes,No,442
"Boone County, Iowa",6th grade,2014-2018,Less than High School,No,No,No,11
"Greene County, Iowa",GED or alternative credential,2011-2015,High School Graduate,Yes,No,No,309
"Mills County, Iowa",11th grade,2010-2014,Less than High School,No,No,No,118
"Clay County, Iowa",5th grade,2010-2014,Less than High School,No,No,No,7
"Kossuth County, Iowa",7th grade,2014-2018,Less than High School,No,No,No,18
"Monroe County, Iowa",4th grade,2011-2015,Less than High School,No,No,No,0
"Dickinson County, Iowa",Associate's degree,2008-2012,Some College or Associates Degree,Yes,Yes,No,1354
"Adair County, Iowa",Regular high school diploma,2012-2016,High School Graduate,Yes,No,No,2087
"Lyon County, Iowa","Some college, 1 or more years, no degree",2009-2013,Some College or Associates Degree,Yes,No,No,809
"Pottawattamie County, Iowa","Some college, 1 or more years, no degree",2015-2019,Some College or Associates Degree,Yes,No,No,9330
"Humboldt County, Iowa",2nd grade,2010-2014,Less than High School,No,No,No,0
"Shelby County, Iowa",8th grade,2012-2016,Less than High School,No,No,No,231
"Howard County, Iowa",6th grade,2011-2015,Less than High School,No,No,No,0
